Rk,Team,Age,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance
15,OrlandoMagic,26.3,43,39,0.68,-0.26,0.43,102.4,101.7,97.3,.305,.124,.516,.473,15.4,31.6,.224,.476,15.9,69.9,.226,TDWaterhouseCentre,576409
16,MilwaukeeBucks,28.2,42,40,0.22,-0.28,-0.06,108.2,107.9,92.7,.290,.157,.539,.494,13.8,30.0,.228,.496,14.6,69.6,.254,BradleyCenter,628605
17,DallasMavericks,26.3,39,43,-0.57,0.29,-0.29,106.6,107.2,94.9,.248,.188,.532,.490,12.6,25.5,.200,.488,14.2,66.1,.210,ReunionArena,606177
18,TorontoRaptors,29.3,41,41,-0.16,-0.30,-0.46,104.7,104.9,92.5,.300,.170,.511,.464,12.7,30.1,.230,.480,14.2,71.8,.247,AirCanadaCentre,756496
19,HoustonRockets,26.3,39,43,-0.87,0.30,-0.57,104.8,105.7,94.2,.322,.244,.536,.494,15.8,29.1,.236,.481,12.5,71.6,.201,CompaqCenter,624594
20,BostonCeltics,25.4,39,43,-0.76,-0.24,-1.00,104.8,105.6,94.6,.316,.183,.520,.474,13.8,30.4,.236,.498,15.8,73.8,.306,FleetCenter,683608
21,NewJerseyNets,27.3,38,44,-1.04,-0.15,-1.18,105.1,106.3,92.5,.297,.200,.517,.468,12.6,28.1,.233,.491,15.2,67.2,.223,ContinentalAirlinesArena,643631
22,DenverNuggets,25.9,35,47,-2.12,0.36,-1.76,103.5,105.8,94.7,.306,.202,.517,.476,14.0,29.2,.222,.479,13.0,71.6,.235,PepsiCenter,637698
23,WashingtonWizards,28.0,32,50,-3.28,-0.19,-3.47,103.5,107.0,92.7,.315,.133,.521,.476,14.8,30.6,.234,.489,13.9,71.7,.273,MCICenter,616593
24,ClevelandCavaliers,27.2,31,51,-3.50,-0.14,-3.64,100.4,104.0,95.7,.327,.136,.516,.468,15.6,28.1,.245,.474,15.1,71.2,.275,GundArena,603702
25,VancouverGrizzlies,25.3,25,57,-5.62,0.52,-5.10,102.3,108.5,91.0,.320,.139,.524,.474,15.8,30.1,.247,.502,14.1,70.6,.231,GeneralMotorsPlace,569864
26,AtlantaHawks,27.6,26,56,-5.38,-0.04,-5.41,102.0,107.9,91.7,.292,.120,.503,.460,14.1,31.7,.217,.481,11.3,71.0,.196,PhilipsArena,600954
27,GoldenStateWarriors,26.9,20,62,-8.27,0.64,-7.63,99.8,108.4,95.4,.301,.150,.484,.444,13.9,32.6,.210,.499,14.6,69.1,.259,TheArenainOakland,509171
28,ChicagoBulls,26.0,15,67,-9.40,0.17,-9.23,94.2,104.6,89.4,.338,.167,.490,.443,18.0,29.9,.240,.484,14.5,69.9,.240,UnitedCenter,907064
29,LosAngelesClippers,24.2,13,69,-11.52,0.80,-10.73,97.8,110.1,93.9,.270,.188,.499,.458,14.9,26.1,.202,.507,13.1,69.6,.220,STAPLESCenter,559714
