Rk,Team,Age,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance
11,NewYorkKnicks,26.3,41,25,3.20,-0.81,2.39,104.4,101.0,93.2,.306,.288,.533,.492,14.9,26.6,.227,.485,15.9,73.7,.224,MadisonSquareGarden(IV),652179
12,BostonCeltics,29.3,39,27,2.52,-0.26,2.26,101.0,98.2,90.4,.257,.194,.535,.496,14.7,19.7,.200,.452,14.9,72.4,.216,TDGarden,614592
13,LosAngelesLakers,29.7,36,30,1.42,0.54,1.96,106.0,104.4,90.5,.299,.209,.534,.491,14.2,29.1,.226,.476,10.7,74.8,.158,STAPLESCenter,626901
14,DallasMavericks,31.3,35,31,0.95,0.83,1.78,103.3,102.3,91.4,.246,.271,.527,.489,13.4,23.4,.190,.479,13.9,74.8,.203,AmericanAirlinesCenter,671050
15,UtahJazz,25.6,34,32,0.62,0.30,0.92,106.8,106.1,91.4,.302,.153,.525,.481,13.0,30.2,.227,.493,13.8,73.8,.245,EnergySolutionsArena,637124
16,HoustonRockets,26.2,34,32,0.23,0.35,0.57,105.5,105.2,91.7,.235,.240,.529,.492,13.5,27.5,.184,.490,13.8,73.4,.210,ToyotaCenter,506994
17,OrlandoMagic,27.5,35,31,0.79,-0.33,0.46,105.0,104.1,89.0,.292,.346,.533,.506,14.5,26.5,.193,.488,12.9,75.5,.190,AmwayCenter,623587
18,PhoenixSuns,28.9,32,34,-0.24,0.53,0.29,106.2,106.5,92.6,.257,.238,.536,.499,13.3,25.8,.194,.491,13.1,71.7,.200,USAirwaysCenter,514718
19,PortlandTrailBlazers,27.5,32,34,-0.62,0.41,-0.22,105.7,106.4,91.2,.263,.255,.531,.488,13.4,26.3,.209,.504,14.1,72.8,.199,RoseGardenArena,676384
20,MilwaukeeBucks,26.2,34,32,0.27,-0.50,-0.23,105.5,105.2,93.7,.250,.224,.521,.481,12.9,27.7,.194,.489,14.6,70.9,.217,BradleyCenter,485717
21,MinnesotaTimberwolves,24.4,28,38,-2.20,0.37,-1.83,104.3,106.6,93.3,.306,.262,.524,.477,14.0,27.5,.236,.491,12.2,73.0,.187,TargetCenter,577197
22,GoldenStateWarriors,25.3,25,41,-3.41,0.62,-2.79,105.4,109.1,92.3,.227,.248,.539,.505,13.3,22.9,.175,.496,13.6,69.1,.237,OracleArena,622311
23,NewOrleansHornets,25.5,24,42,-3.76,0.65,-3.11,100.9,105.1,88.3,.274,.152,.517,.476,15.2,27.5,.207,.485,13.5,73.1,.218,NewOrleansArena,498618
24,TorontoRaptors,25.7,25,41,-3.30,-0.36,-3.67,100.8,104.5,89.3,.274,.209,.518,.475,14.8,25.9,.211,.475,12.8,75.4,.260,AirCanadaCentre,555584
25,SacramentoKings,24.3,21,45,-5.68,0.73,-4.95,103.8,109.8,94.7,.268,.228,.510,.472,13.0,29.1,.197,.515,13.9,70.5,.199,PowerBalancePavilion,478764
26,WashingtonWizards,24.2,22,44,-4.80,-0.34,-5.14,101.0,106.2,92.5,.253,.196,.508,.472,14.2,27.3,.184,.492,14.2,70.9,.229,VerizonCenter,552038
27,DetroitPistons,26.3,22,44,-4.79,-0.40,-5.19,101.0,106.3,89.2,.279,.175,.510,.468,15.0,28.1,.210,.500,14.2,72.8,.226,ThePalaceofAuburnHills,475638
28,NewJerseyNets,26.1,19,47,-5.98,-0.39,-6.37,102.9,109.6,90.1,.269,.278,.516,.473,14.3,27.8,.209,.513,13.7,70.7,.209,PrudentialCenter,460719
29,ClevelandCavaliers,26.0,17,49,-7.20,-0.14,-7.34,101.1,108.9,91.3,.307,.238,.505,.463,14.3,28.9,.220,.508,13.1,72.2,.202,QuickenLoansArena,525577
30,CharlotteBobcats,24.5,7,59,-13.91,-0.05,-13.96,95.2,110.4,91.1,.276,.169,.483,.439,13.9,23.6,.206,.512,12.8,70.9,.206,TimeWarnerCableArena,486984

