
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,0.0,OWS,DWS,WS,WS/48,0.0,OBPM,DBPM,BPM,VORP
36,ShaneBattier,SF,32,MEM,23,557,10.6,.530,.416,.168,6.8,13.0,9.9,7.9,1.5,1.5,12.9,10.1,0.0,0.5,0.6,1.1,.097,0.0,-0.2,1.3,1.2,0.4
37,NicolasBatum,SF,22,POR,80,2522,14.8,.563,.424,.203,5.1,12.8,8.8,8.1,1.5,1.6,8.6,17.8,0.0,4.4,2.3,6.6,.126,0.0,1.7,0.0,1.7,2.4
38,JerrydBayless,PG,22,TOT,71,1496,14.1,.536,.282,.398,2.0,11.3,6.6,27.6,1.3,0.3,17.3,22.1,0.0,1.4,0.3,1.6,.053,0.0,0.5,-2.6,-2.1,0.0
38,JerrydBayless,PG,22,NOH,11,149,7.2,.443,.286,.347,1.6,10.7,6.1,29.9,0.7,0.6,23.1,23.5,0.0,-0.3,0.1,-0.2,-0.050,0.0,-4.8,-2.2,-7.0,-0.2
38,JerrydBayless,PG,22,TOR,60,1347,14.9,.545,.282,.404,2.1,11.4,6.6,27.4,1.4,0.2,16.6,22.0,0.0,1.7,0.1,1.8,.064,0.0,1.1,-2.6,-1.6,0.1
39,MichaelBeasley,SF,22,MIN,73,2361,15.5,.510,.132,.234,5.4,14.1,9.6,12.3,1.1,1.7,12.4,28.3,0.0,0.7,1.0,1.7,.035,0.0,-0.8,-1.6,-2.4,-0.3
40,RodrigueBeaubois,PG,22,DAL,28,496,11.4,.500,.372,.135,1.7,10.2,6.1,21.9,2.1,1.2,16.6,26.7,0.0,-0.4,0.7,0.2,.022,0.0,-1.4,-0.1,-1.5,0.1
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,0.0,OWS,DWS,WS,WS/48,0.0,OBPM,DBPM,BPM,VORP
41,MarcoBelinelli,SG,24,NOH,80,1957,12.1,.560,.469,.181,1.1,8.4,4.7,8.0,1.1,0.3,9.4,20.0,0.0,1.9,1.5,3.4,.084,0.0,0.7,-1.7,-1.1,0.5
42,CharlieBell,SG,31,GSW,19,171,4.7,.357,.488,.093,3.9,8.1,6.0,10.1,1.8,0.4,11.8,13.1,0.0,-0.2,0.0,-0.1,-0.040,0.0,-4.5,-1.9,-6.4,-0.2
43,RajaBell,SG,34,UTA,68,2097,8.2,.528,.413,.218,1.8,8.4,5.1,8.3,1.4,0.5,11.0,12.6,0.0,1.2,0.5,1.7,.040,0.0,-0.8,-1.1,-1.9,0.1
44,MikeBibby,PG,32,TOT,80,2285,10.9,.570,.604,.108,0.9,9.2,5.1,17.9,1.2,0.3,14.3,14.6,0.0,2.2,1.8,4.0,.085,0.0,0.6,-1.2,-0.6,0.8
44,MikeBibby,PG,32,ATL,56,1674,11.7,.570,.580,.104,1.1,9.1,5.1,18.9,1.2,0.3,12.8,15.0,0.0,1.9,1.2,3.1,.089,0.0,1.0,-1.3,-0.3,0.7
44,MikeBibby,PG,32,WAS,2,29,1.1,.111,.444,.000,0.0,12.2,5.9,37.8,1.8,0.0,10.0,15.2,0.0,-0.1,0.0,-0.1,-0.161,0.0,-7.9,-3.4,-11.3,-0.1
44,MikeBibby,PG,32,MIA,22,582,9.0,.601,.698,.127,0.4,9.1,5.0,14.1,1.0,0.4,19.4,13.3,0.0,0.4,0.6,1.0,.084,0.0,0.0,-0.8,-0.9,0.2
45,AndrisBiedrins,C,24,GSW,59,1397,12.1,.526,.000,.117,11.5,23.3,17.3,6.0,1.9,2.8,16.9,10.6,0.0,1.1,1.5,2.6,.088,0.0,-2.3,1.9,-0.3,0.6
46,ChaunceyBillups,PG,34,TOT,72,2310,18.7,.617,.457,.528,1.3,8.1,4.7,25.8,1.5,0.5,15.3,22.3,0.0,6.6,1.4,8.0,.166,0.0,4.1,-2.1,1.9,2.3
46,ChaunceyBillups,PG,34,DEN,51,1646,18.6,.634,.444,.535,0.9,7.7,4.4,25.1,1.6,0.6,16.3,21.4,0.0,4.7,1.1,5.8,.171,0.0,4.0,-1.6,2.4,1.8
46,ChaunceyBillups,PG,34,NYK,21,664,19.1,.582,.484,.512,2.2,9.0,5.6,27.4,1.4,0.2,13.2,24.3,0.0,1.9,0.2,2.1,.155,0.0,4.2,-3.4,0.8,0.5
47,DeJuanBlair,PF,21,SAS,81,1734,17.1,.524,.003,.235,14.8,22.9,18.9,7.1,2.8,1.7,14.9,20.1,0.0,1.5,3.2,4.8,.132,0.0,-1.1,2.2,1.1,1.3
48,SteveBlake,PG,30,LAL,79,1581,7.5,.500,.631,.098,1.4,9.5,5.6,15.0,1.3,0.1,18.6,11.3,0.0,0.3,1.5,1.8,.055,0.0,-1.9,-0.4,-2.3,-0.1
49,AndrayBlatche,PF,24,WAS,64,2172,16.9,.497,.019,.296,9.3,18.7,13.8,11.7,2.3,1.8,13.7,25.5,0.0,0.3,2.1,2.4,.053,0.0,-1.0,0.6,-0.5,0.8
50,EricBledsoe,PG,21,LAC,81,1841,10.8,.499,.239,.274,4.4,9.8,7.1,24.2,2.6,1.1,26.3,17.9,0.0,-1.3,1.6,0.3,.008,0.0,-2.6,0.6,-2.0,0.0
51,KeithBogans,SG,30,CHI,82,1461,9.0,.559,.772,.104,1.6,10.1,5.9,10.1,1.4,0.5,11.3,11.4,0.0,1.4,2.2,3.6,.118,0.0,-0.4,0.4,0.0,0.7
52,AndrewBogut,C,26,MIL,65,2297,16.7,.496,.005,.292,9.8,27.1,18.3,10.4,1.1,5.8,13.0,19.6,0.0,0.3,5.1,5.4,.112,0.0,-2.6,5.0,2.4,2.6
53,MattBonner,PF,30,SAS,66,1432,13.5,.617,.620,.116,5.0,14.2,9.7,6.2,0.9,1.0,6.5,13.4,0.0,3.0,1.4,4.4,.147,0.0,2.1,-0.1,2.0,1.5
54,TrevorBooker,PF,23,WAS,65,1063,15.3,.582,.004,.399,10.2,17.0,13.5,5.2,1.4,3.0,11.3,13.9,0.0,1.8,0.8,2.6,.119,0.0,-1.0,0.3,-0.7,0.3
55,CarlosBoozer,C,29,CHI,59,1882,18.8,.542,.000,.289,8.3,26.3,17.6,14.3,1.3,0.7,13.5,26.9,0.0,1.9,3.9,5.8,.149,0.0,-0.7,1.4,0.7,1.3
56,ChrisBosh,PF,26,MIA,77,2795,19.4,.569,.024,.446,6.4,20.0,13.6,8.9,1.1,1.4,9.8,23.5,0.0,6.1,4.3,10.3,.177,0.0,0.1,0.3,0.4,1.7
57,EarlBoykins,PG,34,MIL,57,862,17.6,.526,.202,.233,2.0,5.5,3.7,30.9,2.4,0.3,11.8,23.9,0.0,1.1,1.1,2.3,.125,0.0,0.8,-1.8,-1.0,0.2
58,CraigBrackins,PF,23,PHI,3,33,0.1,.250,.313,.000,7.0,7.0,7.0,4.6,1.6,0.0,0.0,22.3,0.0,-0.1,0.0,-0.1,-0.154,0.0,-7.8,-3.7,-11.5,-0.1
59,AveryBradley,PG,20,BOS,31,162,2.2,.360,.075,.179,3.2,9.3,6.5,11.9,3.0,0.0,18.1,26.1,0.0,-0.8,0.3,-0.5,-0.139,0.0,-9.6,0.0,-9.7,-0.3
60,EltonBrand,PF,31,PHI,81,2809,18.5,.553,.001,.278,9.7,18.0,13.9,7.1,1.7,2.9,8.4,19.7,0.0,5.1,4.4,9.4,.161,0.0,0.5,1.9,2.4,3.1
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,0.0,OWS,DWS,WS,WS/48,0.0,OBPM,DBPM,BPM,VORP
61,CoreyBrewer,SF-SG,24,TOT,69,1510,11.0,.482,.230,.393,4.2,8.9,6.5,9.1,3.3,0.8,13.2,18.8,0.0,-0.1,1.3,1.1,.036,0.0,-1.7,0.5,-1.3,0.3
61,CoreyBrewer,SF,24,MIN,56,1362,10.3,.471,.227,.391,3.6,9.0,6.2,8.6,3.3,0.8,13.1,18.4,0.0,-0.4,1.0,0.6,.023,0.0,-2.2,0.3,-1.9,0.1
61,CoreyBrewer,SG,24,DAL,13,148,17.6,.573,.255,.412,9.9,8.4,9.1,13.3,3.9,1.0,14.2,22.2,0.0,0.3,0.3,0.5,.163,0.0,2.1,1.8,3.9,0.2
62,RonnieBrewer,SG,25,CHI,81,1781,13.8,.518,.063,.311,3.7,13.2,8.6,12.1,3.2,0.9,10.2,13.9,0.0,1.7,3.8,5.4,.147,0.0,-1.4,3.2,1.8,1.7
63,JonBrockman,C,23,MIL,63,677,9.6,.567,.000,.628,12.4,19.4,15.8,4.2,1.1,0.3,16.7,10.0,0.0,0.8,1.0,1.9,.132,0.0,-3.0,0.7,-2.2,0.0
64,AaronBrooks,PG,26,TOT,59,1284,13.1,.489,.402,.239,1.8,5.2,3.5,28.9,1.3,0.2,13.2,25.9,0.0,0.7,0.4,1.1,.040,0.0,0.4,-4.0,-3.5,-0.5
64,AaronBrooks,PG,26,HOU,34,811,11.7,.465,.437,.214,1.5,5.6,3.6,25.2,1.3,0.2,11.5,26.1,0.0,0.1,0.3,0.4,.023,0.0,-0.1,-3.9,-4.0,-0.4
64,AaronBrooks,PG,26,PHO,25,473,15.6,.533,.335,.285,2.2,4.4,3.3,35.3,1.4,0.2,16.4,25.7,0.0,0.6,0.1,0.7,.070,0.0,1.4,-4.1,-2.8,-0.1
65,DerrickBrown,SF,23,TOT,49,576,12.9,.588,.076,.458,8.5,12.2,10.3,9.5,1.8,1.4,18.2,15.5,0.0,0.5,0.5,1.0,.083,0.0,-1.4,0.1,-1.3,0.1
65,DerrickBrown,SF,23,CHA,41,488,12.4,.565,.053,.416,7.9,13.0,10.4,9.9,1.8,1.3,17.3,15.6,0.0,0.3,0.4,0.8,.074,0.0,-1.9,0.2,-1.7,0.0
65,DerrickBrown,SF,23,NYK,8,88,16.0,.717,.222,.722,11.6,7.9,9.7,6.9,2.3,1.7,22.8,15.5,0.0,0.2,0.1,0.2,.130,0.0,1.5,-0.7,0.8,0.1
66,KwameBrown,C,28,CHA,66,1714,12.8,.550,.000,.616,10.3,21.6,15.9,4.1,0.8,1.8,12.6,14.9,0.0,1.8,1.7,3.5,.097,0.0,-2.2,-0.1,-2.3,-0.1
67,ShannonBrown,SG,25,LAL,82,1568,13.6,.518,.330,.157,2.6,8.5,5.7,10.0,2.3,0.8,9.8,22.2,0.0,1.1,1.9,3.1,.093,0.0,-0.6,-1.1,-1.7,0.1
68,KobeBryant,SG,32,LAL,82,2779,23.9,.548,.217,.356,3.5,13.3,8.5,26.7,1.9,0.3,11.4,35.1,0.0,6.8,3.5,10.3,.178,0.0,4.7,-0.9,3.8,4.1
69,ChaseBudinger,SF,22,HOU,78,1738,14.2,.534,.418,.210,3.4,15.0,9.2,11.5,1.2,0.7,8.5,19.9,0.0,2.2,1.2,3.4,.095,0.0,0.6,-1.3,-0.7,0.6
70,CaronButler,SF,30,DAL,29,867,14.2,.523,.172,.233,3.1,12.5,8.0,9.1,1.7,0.7,10.5,25.1,0.0,0.2,1.0,1.2,.067,0.0,-1.4,0.0,-1.4,0.1
71,RasualButler,SG,31,TOT,47,770,6.2,.446,.574,.114,1.5,10.1,5.9,5.3,0.5,1.5,8.8,15.8,0.0,-0.5,0.3,-0.1,-0.009,0.0,-3.4,-1.9,-5.3,-0.6
71,RasualButler,SG,31,LAC,41,744,5.9,.433,.571,.119,1.6,10.3,6.0,5.5,0.6,1.6,8.5,15.6,0.0,-0.5,0.3,-0.2,-0.013,0.0,-3.6,-1.7,-5.3,-0.6
71,RasualButler,SG,31,CHI,6,26,14.5,.727,.636,.000,0.0,4.4,2.3,0.0,0.0,0.0,15.4,23.0,0.0,0.0,0.0,0.1,.107,0.0,1.2,-6.1,-4.9,0.0
72,AndrewBynum,C,23,LAL,54,1500,21.1,.606,.000,.506,13.3,24.7,19.2,7.7,0.7,5.4,12.8,17.6,0.0,3.8,2.8,6.6,.210,0.0,0.5,2.8,3.3,2.0
73,WillBynum,PG,28,DET,61,1125,15.2,.524,.123,.300,1.6,6.7,4.0,28.6,2.5,0.3,15.3,22.5,0.0,1.1,0.4,1.5,.066,0.0,-0.2,-2.9,-3.1,-0.3
74,JoseCalderon,PG,29,TOR,68,2102,16.3,.522,.262,.173,1.7,9.9,5.7,43.0,2.0,0.3,18.8,16.8,0.0,3.2,0.4,3.7,.084,0.0,1.4,-2.7,-1.3,0.4
75,MarcusCamby,C,36,POR,59,1540,14.8,.426,.003,.238,13.8,35.2,24.1,11.7,1.4,5.0,16.0,11.7,0.0,0.8,3.0,3.7,.116,0.0,-2.9,5.2,2.3,1.7
76,DerrickCaracter,C,22,LAL,41,215,10.0,.532,.000,.348,10.3,12.2,11.3,5.1,1.0,3.5,20.0,20.2,0.0,0.0,0.3,0.3,.057,0.0,-4.5,-0.3,-4.9,-0.2
77,BrianCardinal,SF,33,DAL,56,618,9.7,.672,.870,.180,2.0,8.9,5.6,9.1,2.0,0.9,13.6,9.5,0.0,1.0,0.7,1.7,.132,0.0,1.1,1.3,2.4,0.7
78,RodneyCarney,SF,26,TOT,27,336,10.8,.521,.345,.245,4.3,12.1,8.1,4.8,1.8,1.1,11.6,18.1,0.0,0.1,0.2,0.3,.038,0.0,-2.5,-2.3,-4.9,-0.2
78,RodneyCarney,SF,26,GSW,25,331,10.7,.526,.346,.252,4.0,12.3,8.0,4.9,1.7,1.2,11.9,18.0,0.0,0.1,0.2,0.3,.038,0.0,-2.6,-2.4,-4.9,-0.2
78,RodneyCarney,SF,26,MEM,2,5,20.4,.333,.333,.000,23.7,0.0,12.0,0.0,10.4,0.0,0.0,27.1,0.0,0.0,0.0,0.0,.071,0.0,0.4,-1.2,-0.8,0.0
79,DeMarreCarroll,PF,24,TOT,12,50,8.7,.388,.000,.167,4.7,14.5,9.6,10.7,1.0,1.6,0.0,11.6,0.0,0.0,0.0,0.1,.066,0.0,-4.5,-1.3,-5.8,0.0
79,DeMarreCarroll,PF,24,MEM,7,39,12.4,.506,.000,.222,6.1,18.6,12.3,7.3,1.3,2.1,0.0,11.4,0.0,0.1,0.0,0.1,.145,0.0,-2.0,0.5,-1.5,0.0
79,DeMarreCarroll,PF,24,HOU,5,11,-4.5,.000,.000,.000,0.0,0.0,0.0,22.8,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,-0.214,0.0,-13.3,-7.8,-21.1,-0.1
80,MattCarroll,SG,30,CHA,54,582,12.2,.530,.231,.261,2.5,11.7,7.1,6.9,1.6,0.8,9.4,19.8,0.0,0.3,0.5,0.8,.062,0.0,-2.3,-2.0,-4.3,-0.3
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,0.0,OWS,DWS,WS,WS/48,0.0,OBPM,DBPM,BPM,VORP
81,AnthonyCarter,PG,35,TOT,33,463,9.2,.502,.377,.075,1.7,10.9,6.3,21.3,2.9,1.0,26.3,14.3,0.0,-0.2,0.4,0.2,.023,0.0,-2.8,0.1,-2.8,-0.1
81,AnthonyCarter,PG,35,DEN,14,153,5.4,.421,.400,.067,0.0,8.8,4.5,23.2,3.0,0.5,31.2,13.1,0.0,-0.2,0.2,-0.1,-0.018,0.0,-4.8,0.1,-4.7,-0.1
